id,str_quote,bln_inactive,,
996,"I love to participate in the art activities with the children.  While I intend to simply create an example, the art always finds a way of digging into my psyche, so that I can finish and see EXACTLY where I am mentally on any given day.  Itís also a great way for me to be able to cleanse myself of my own emotions so that I can be fully present for the children I work with.  Thank you so much for all you do.  AWBW provides a unique and invaluable tool for healing!",0,,
997,I always keep my anger in and it eats me.,0,,
998,"The kids shared openly about their struggles in managing their anger. Some of the kids clearly had never talked about some of their feelings, this was a healing experience for them.",0,,
999,"This workshop came about after I had been working with Ana on her anger issues for several months.  She continued to have trouble working with her temper that was easily triggered.  She has suffered direct abuse from her father, along with witnessing some very traumatic incidents in the home.  She has become verbally abusive to her sisters and mother, and has begun hitting walls.  Breathing, time outs, and journaling have been slightly effective, but we'd been running low on tools that allow her to express anger in a safe way.  At first Ana was unsure about the exercise and thought it was silly.  But the harder she scribbled, the more she enjoyed herself.  She at times broke the crayons, and looked at me as if she'd done something horribly wrong.  I assured her it was fine and even broke one myself.  The act of this seemed to liberate her to really dig in with the crayons.  At the end of the workshop, she commented, ëI think this will work.  I'm actually going to try this at home this week!",0,,
1000,"ëAngelaí is a five year-old girl who witnessed verbal abuse in the home ending with her father threatening her mother with a gun. To cope, she began cutting her arms and told her mother that she wished she were dead. I used the Aggressive Crayon warm up. As I showed her how I could ëbe angry,í she began to dig her crayons into the paper and scribble furiously. Her face began to relax; we kept going until she was out of breath, and we were both laughing. The art has become a way for Angela to understand ëanger,í and a safe place for her to leave it, and experience a release. Since this workshop, Angela has shown improvement and has stopped cutting.",0,,
1001,"Iíve worked with Ana on her anger issues for several months. She suffered abuse from her father and traumatic incidents in the home. She would hit the walls and became verbally abusive to her sisters and mother. Breathing, time outs, and journaling were slightly effective, but we'd been running low on tools that allow her to express anger in a safe way. I tried the Aggressive Crayon warm-up. At first Ana was unsure and thought it was silly, but the harder she scribbled, the more she released. She broke the crayons and looked at me as if she'd done something horribly wrong. I assured her it was fine. This seemed to liberate her. At the end of the workshop, she commented, ëI think this will work.í",0,,
1002,"This workshop enabled her to vent, it was great to see her find a way to handle her anger in a positive manner. It gave her a safe place to get things off her chest.",0,,
1003,The most rewarding was seeing on how the children got to take out their anger in a positive way. All the children were really creative and focus on the activity. They got to express their anger in coloring and using the crayon pass with different colors or just a single color.,,,
\,,,,
,,,,
\,,,,
Red represents the color of anger to me. (age 8),,,,
\,,,,
,,,,
\,,,,
Red is the fire I have inside me and gray represents the fog and I cannot see the people I hurt. (age 10),0,,,
1004,"The children worked together and gave each other ideas and examples of what friendship is, and what the characteristics of a friend are.",0,,
1005,My friend is strong and looks like the Hulk because he protects me.,0,,
1006,"A friend sticks up for you, like I stick up for my little brother (age 7) ",,,
\,,,,
"A friend shares, like I shared my coat when my friend was cold (age 6)",,,,
\,,,,
A friend is honest and reliable (age 17),0,,,
1007,"When a group of the children were talking together, Grace, age 6, asked another child if she could tell her where her dad was. Before releasing this information to her peer, she made sure to tell her older brother (who was also in the room) to plug his ears. She then disclosed that her dad was in jail and remarked, ëWhen my friends at school ask me where my dad is, I tell them that he is at a sleep-over.í",0,,
1008,"Today I made a promise to myself not to be afraid, and to begin my life journey of loving myself.",0,,
1009,I wish that everyday was like today. I just donít want to be scared.,0,,
1010,I loved doing this workshop. My mandala represents my strength of being a woman of courage. I am free.,0,,
1011,Me ocupo tanto con la vida que se me olvida mantenerme positiva sobre las cosas que verdaderamente quiero. Para mi esto va a ser un recuerdo diario de decirme a mi misma que me quiero.,,,
\,,,,
,,,,
\,,,,
I get so caught up with life that I forget to remind myself to stay positive about the things I really want. This is a daily reminder to tell myself just that I love myself.,0,,,
1012,"The part of the poem read what impacted me most was the part about 'nothing I do provokes the violence. Nothing about me causes the violence.' That part made me realize it had nothing to do with me. I always try to rationalize it or find reasons for why things happen to me. When you're aware of the reality stop blaming yourself, you can heal, and even more, make sure no one does it to you again.",0,,
1013,"The workshop was easy to understand and create, yet participants felt like they gained a lot from it. This was a good workshop to use with a first-time participant.",,,
\,,,,
,,,,
\,,,,
It felt really good to take some time for myself. I feel relaxed. I was looking forward to this all week! - A first time participant.,0,,,
1014,"It's always good to start my day with positive thoughts, I am going to keep this charm hanging on my mirror so it's the first thing I see in the morning.",0,,
1015,The workshop helped me to look at my strength and what I have now. I obtained more courage and faith of what I am doing.,0,,
1016,"I really enjoyed this group. I was feeling very sad when I came, and now I feel at peace.",0,,
1018,I feel more relaxed and complete as a person after creating a better life for me.,0,,
1019,I really liked this workshop because it helped me see that there was always someone by my side even when I felt the most lonely.,0,,
1020,Building up my self-esteem and self-worth through art gives me the confidence and courage to do the right thing every day.,0,,
1021,"I enjoyed this a lot, it helped me to feel better about myself.",0,,
1022,I enjoyed it because it made me really see how thankful I am for the steps I have made.,0,,
1023,One client stated she has learned to love herself and appreciate everything she does.,0,,
1024,"A participant started to cry when she shared her card, stating, ""I have never been thanked in my life! All that ever came out of his mouth was blaming, humilliations, and obscene words. In this workshop I realized I don't have to wait for anyone to thank me. I have to value and love myself and thank myself for how brave and good I have been.""",0,,
1025,"My card is something beautiful I made for myself, I haven't made anything just for me in a long time.",0,,
1026, I now know that I CAN even if others tell me that I can't,0,,
1027,"Itís rewarding to give the women an opportunity to know who they are, and see what they are really grateful for in life.  Also, to teach them that we must give thanks every day for what we have, from the smallest to the biggest things, for life itself, for our family, our children, nature, etc.",0,,
1028,"Loved this workshop! Sometimes I take things for granted and donít take the time to look at where I am and what I have. It's not about the material things, it's about what is really meaningful in life.",0,,
1029,"We recently did the Red Flag Banner group. This was such a successful group because all of the women finally opened up about their past experiences living with their abusers. Every single one of the women was reflective of their past. I, as a leader, enjoyed conducting the group as well.",0,,
1030,Now I know what the red flags look like...literally. This class has helped me find the courage to trust my instincts.,0,,
1031,"The workshop allowed me to relax and express my thoughts and feelings, and also to learn more about myself.",0,,
1032,"You don't realize some of the things that you've been through until you step back and look at the whole situation.  But everything will be all right. You can be happy again, smile and laugh and be yourself.",0,,
1033,"Today's workshop helped me do soul searching, and guided me to understand how to express myself without feeling guilty.",0,,
1034,"It was rewarding to see that the children use the project in so many different ways.  Some looked at it literally, painting their bones and veins, and others made a collage.  I liked that they felt no judgment to have their work be ""a certain way.""",0,,
1035,It can be really hard to be honest about what you look like on the inside. It's easy to hide bad things from people but sometimes it builds up and you just feel like you will explode.,0,,
1036,"I like doing this because I can be creative. When I get mad, I can just draw anything and use my marker really hard to let it out!",0,,
1037,Itís rewarding seeing the kids be so open and creative in their portraits; its really helped them become more comfortable with themselves.,0,,
1038,Inner-Self Portraits is definitely my favorite workshop to do with our participants. The children really connect with the activity and find themselves wanting to add to their portraits later. It's great to see a workshop that creates such an impact on our families. The children really take time to reflect on themselves as a person and find the good and bad within.,0,,
1039,I saw a beautiful heart that shines in me.,0,,
1041,This was helpful for me to see myself and understand my inner beauty.,0,,
1042,The participants stated that they can now be themselves. Before they were who the perpetrator wanted them to be. They are now beautiful without the scars and bruises.,0,,
1043,This workshop allowed me to see that I am in control of who I am internally and I will not allow horrible incidents to have power over me and change my inner-self forever. This workshop also gave me the confidence and ability to speak about the abuse I experienced without feeling shame.,0,,
1044,"You hear people talk about inner child stuff all the time, but when you can put something on paper that makes a picture of what's really inside, really how you feel, it feels like it makes more sense.",0,,
1045,I just want to keep moving closer to myself.,0,,
1046,I know that I can decide how I want to live my life and what I want to think about.,0,,
1047,I realize today that my interior is beautiful and full of positive things and many different beautiful colors and full of hopes and goals and I know with time my life will be better.,0,,
1048,This workshop has allowed me to see that I have some things inside of me that I keep hidden from the world and those close to me. It also helped me to visualize that I have needs I tend to push to the side.,0,,
1049,"It is so good to see that even though we are so different, we can come together here and support each other.",0,,
1050,"I can now see the pattern of the cycle, so in the future I will know what to look for. It made me realize my husband was and always will be abusive to me so I won't go back.",0,,
1051,I loved making my no-violence home.  It was meaningful and healing.  I'm giving it to my son as a promise that I'll never allow anyone to hurt him again.,0,,
1052,"This is my first time doing anything like this, it really helps me free my feelings.",0,,
1053,I truly enjoyed being around those that can relate to my past domestic violence issues.,0,,
1054,I am breaking the cycle by taking action to protect myself even if I am scared.,0,,
1055,It's so relaxing and it's great to see that I am able to feel like myself again. I'm making good decisions.,0,,
1056,"This workshop helped me feel proud of how far I've come, and excited about where I am headed.",0,,
1057,The workshop was a positive outlet. It enlightened me to share with others women who are going through something like myself.,0,,
1058,People tell me that I am special and I believe it.,0,,
1059,I like to hear my mom say I love you.,0,,
1060,I realized that I do not have to go to another country to feel like I have traveled. I can discover a whole new place by allowing myself to dream.,0,,
1061,I came in feeling sad. I feel like a weight was lifted from me.,0,,
1062,I liked this activity because it was the first time I actually looked realistically into the future and felt good about it.,0,,
1063,I learned things from every girl in the workshop. I feel good that everybody knows what itís like; that Iím not the only one. I was taught a lot by the other people. I like to come here. It makes me feel secure. This is a place where I can feel calm and collected.,0,,
1064,I used to feel dumb doing art because I never felt that I had any talent. I was also never allowed to deal with my feelings. These workshops have shown me that I DO have talent and I look forward to incorporating art into my everyday life. It is VERY healing and helps me to relax & center myself.,0,,
1065,The workshop has allowed me to connect with feelings I have bottled up and refused to acknowledge. I have started to deal with these feelings and will take steps to make better decisions and wiser choices.,0,,
1066,"I loved this project! every time I start to feel like giving up, I am going to read my postcard to keep me inspired. Thank you ladies, You really made a difference in my life in just an hour.",0,,
1067,"Last year was full of darkness and tears. Now, my life is bright and the relationships in my life are being restored.",0,,
1068,"I love doing these art workshops. They allow me to let go of all the negative things in me. They help me think about what I am feeling. Sometimes I donít even know that I am still so angry at my abuser, but when I am doing art I can let it go. I can focus on my son and my dreams. I can put my past behind me.",0,,
1069,"The workshop Turning Over a New Leaf  seemed fitting for the women in our shelter. They were working to do just that, let go of their past, redesign their lives and redefine who they are. Some of the comments by the participants during closing circle included: ëI don't know what I see in my future, but all I can have is hope.í ëI've been broken for a lot of years, both physically and emotionally, and now it is time to fix me. I am happy now!í",0,,
1070,"While doing the art project Turning Over a New Leaf, an 8-year-old boy had a creative breakthrough. As a result of the project, his feelings were no longer a secret. I noticed a shift in his behavior. Over time, he started to become more comfortable in his own skin. There are no more outbursts and heís much calmer. Heís eager to do art and is happy.",0,,
1071,"One young man has attended many Windows workshops and in the beginning he was so full of anxiety, fear, and stress.  While he talked constantly, he rarely said anything. Overtime he has become more comfortable being himself, sitting quietly, waiting patiently and expressing himself creatively. His emotional intelligence is now operating at a very high level, ranking right up there with his mental brilliance, whereas before Window's he was emotionally trapped by pain and fear.",0,,
1072,This workshop makes me feel that I can make changes and resolutions anytime.,0,,
1073,"I like to create things that help me think of a better future with dreams that can become real, and to realize there is hope for higher opportunities in life. it helped me learn ways to let go of my past.",0,,
1074,Today's workshop helped me learn how to give my life a positive turn and how to keep greeting each day with a smile.,0,,
1075,Today's workshop helped me realize that it is never late to to start a new life and give our self an opportunity to reach our goals.,0,,
1076,"Now I am learning how to express myself through Windows.   I like this a lot because part of my experience with domestic violence included not being allowed to express my feelings.  There was also a lot of negativity.  Now, Iím learning to be more positive.",0,,
1077,I will hang this up in my window where ever I live. It means so much to me. ,,,
\,,,,
I can't wait to explain this project to my mom. I know she is going to cry.,0,,,
1078,"I think it was something that I never experienced, and it was something beautiful.  I would be very happy to come another time.",0,,
1079,This is a starting point for me in learning to be more powerful.,0,,
1080,"It was really fun. I enjoyed actually having to think about how I felt inside, and let my feelings come out through the monster in me.",0,,
1081,"We have a very angry group of boys at the shelter right now, and we did the Monster in Me project.  They got so into it!  They created whole characters with superpowers and all kinds of special abilities.  It helped them deal with their anger and get it out without hitting one another.",0,,
1082,I think my monster needs to be happy. He needs to be encouraged by this mother and cheered to not be shy. I really liked doing this.,0,,
1083,I would like to do this with my mom because she can draw my dad - he is the monster in the house.,0,,
1084,"I used different colors because I feel all mixed up.  There is a box inside that the monster lives in.  Its dark and no bright colors can come inside.  Outside the box is happiness. I keep the lid on the box where the monster lives, I have to control these feelings.",0,,
1085,My monster destroys people's feelings.,0,,
1086,My monster makes sure that nobody touches me.  He protects me and keeps me safe from people.,0,,
1087,A 12-year-old boy shared with us that the monster would come out in him when he used to bully children at school. When he did this workshop he started to cry and acknowledge that he did not want the monster to come out anymore. He wants to learn to help others and not hurt others.,0,,
1088,At times I feel angry but I stop to remember what I have learned at the shelter and I want to use other ways to stop my anger.  I do not want to hurt anyone.,0,,
1089,I want a safe life.  I don't want to feel that monster inside of me.  It scares me.,0,,
1090,I have learned about the cycle of violence.  I do not want the monster to live inside of me.  I am going to do everything possible to destroy those feelings.,0,,
1091,"This was the coolest thing I ever did, and it made me happy and sad at the same time.",0,,
1092,"The majority of the children I work with have difficulty getting in touch with their feelings, and see anger as 'bad', or something they are perhaps not allowed to feel. What I loved about this workshop was that it gave children like permission to show anger, but also to explore other feelings, such as happiness, fear, or bravery.",0,,
1093,"My monster no longer has control. Now that I know him, he can't come out whenever he wants. Only when I say he can.",0,,
1094,It was a very interesting workshop. It helped me learn more about me and how to express my anger in a healthy way.,0,,
1095,"My monster says, ëI don't want to hurt you.í",0,,
1096,I can keep my Feeling Friend next to my Monster and they can keep me calm.,0,,
1097,I want to make a difference in the world with my art and writing.,0,,
1098,This workshop is great because it encourages the children to look at where they have been in their lives and make goals for where they want to go.  It gets them thinking.,0,,
1099,I started my journey in such a dark place but I know that I am almost out of the tunnel because I can finally see my footprints.,0,,
1100,"I want my footprint to be a good one for the world. I want people to see me do good things, and then they will do good things too.",0,,
1101,"I feel stress every time I am at home, but I pretend I am happy so my mom doesn't worry.",0,,
1102,"Itís depressing to think about putting ones life back together after it's been shattered or broken. I now see that I can put my life back together through time, healing and perseverance.",0,,
1103,"I felt sure of myself, I am realizing  that life is beautiful, leaving the violence behind. I am beginning to see life through rose colored eyes. If feelings had colors then I could definitely see happiness as well as feel it.",0,,
1104,I think it is good to have similar feelings; it means that we are not alone.,0,,
1105,"They have the ability to see the missing broken pieces they carry.  They can see how everything and everyone is more then capable of putting themselves back together and heal through there own experiences. It's not the end to there world, it's only the beginning to a more realistic, honest, and loving world. They even saw missing parts that they didn't even know they had.",,,
\,,,,
,,,,
\,,,,
"Clients state that this workshop helped them see what they went through, what they need to heal, and what they really feel at this point in their life. Some say that they didn't even realize that they felt this way, or even see themselves in this matter.",0,,,
1106,It was rewarding to see children exchanging hearts and expressing their feeling and emotions to their peers.,0,,
1107,"Hands are for hugging, loving, helping, caring, and respecting.",0,,
1108,This was the first time in a very long time that I had a chance to enjoy myself.,0,,
1109,This workshop really helped me find a part of myself that I thought I had lost forever. I love this Windows group; it really helps me think positively about myself and my future.,0,,
1110,I haven't been able to think about my hopes in a very long time. It feels good.,0,,
1111,It feels so good to get to think about my hopes.,0,,
1112,I like the fact that I was given the opportunity to think for my self and was able to make a change.,0,,
1113,"It was really beautiful to talk to this girl about the importance of empowerment, but also that hands are to be used for respect and not for violence. She really glowed when seeing her own creative outcome and expressions.",0,,
1114,"My hands can hold many things; even things I can't see, like hope and dreams.",0,,
1115,"I needed to get rid of the garbage, negativity, hurt, and pain, and know what positive things I have, want, need, and am able to gain. When doing the art, I have the ability to put things in perspective.",0,,
1116,"This was different, I enjoyed this workshop and making new friends. ",,,
\,,,,
"I think we all worked together and did a great job creating a picture, can we do it again?",,,,
\,,,,
"I was embarrassed when we first started, but now I feel like I have friends who understand what Iím going through.",0,,,
1117,This project helped me to gain a perspective of my life.,0,,
1118,"I learned what feelings I have inside, sometimes good feelings and sometimes weird feelings. I didn't realize how many feelings I had.",0,,
1119,"My happy, cheerful exterior is my cover for the fact that I'm dying inside.",0,,
1120,"The art helped me express myself.  It made me think about my good qualities, when I thought I had none.",0,,
1121,It's good to know my family is not the only one who is going through this.,0,,
1122,"Thank you for giving us women the opportunity to take time to reflect on our inner being. It makes me feel good to make something that reminds me of when I was a child, it brings back memories of peace, quiet, safety.",0,,
1123,The Feeling Friends were very effective.  The children were honest and a few said they felt relieved just by sharing the feelings that no one else knew they carried inside of themselves for so long.,0,,
1124,I didn't know what I felt was normal. This is cool!,0,,
1125,"It's hard for me to say what I feel, but my feeling friend will help me.",0,,
1126,"The children enjoyed the activity very much.  They felt that now they can really show their true feelings. One boy said, ìNow I don't even have to speak I can just show them my feeling friend.î",0,,
1127,The effect of this is amazing.  You brought out thoughts I would never had done on my own. I've learned my role for the future to progress with my son.,0,,
1128,Gracias porque cada semana que vengo aqui aprendo mas y he aprendido a querer me.  Gracias por tener estos lugares.,,,
\,,,,
,,,,
\,,,,
Thanks because every week I come here I learn more and I have learned to love myself.  Thanks for having these places.,0,,,
1129,The women stated that they were peaceful and able to connect to their inner child by drawing.,0,,
1130,"The workshop helped me see the things I am doing and will continue to do, in order to make certain my children grow to be honest, respectful, self-reliant and productive members of the world.",0,,
1131,"I felt a sense of freedom in creating an image of myself, and what it means to be a good mom.  I realized that I have done a lot to make sure that my children are safe and have been independent and no longer afraid.",0,,
1132,"Most clients walked away feeling much better about themselves and their parenting skills.  They forgave themselves for the mistakes they made and felt a sense of relief from being able to open up and share some of the bad and good things they have done as mothers.  The ""group"" was helpful because it empowered each other to open up without judgment.",0,,
1133,"This workshop is excellent for moms. The workshop helps the women open up and discuss their families, not only their children but their moms and how they were raised. This is a very happy and upbeat workshop which makes the women feel good about their mothering values. One person said, ëI love Windows art, it takes my mind off of some things, and greatly relaxes me. This workshop is teaching me how I can relax myself and how to be good to myself.í",0,,
1134,"I had a difficult time with this activity. The broken record kept repeating in my head, 'You are a terrible mother for allowing your kids to witness the violence.' Then I remembered the positive quality that was identified for me. I AM a good mother!",0,,
1135,This workshop has helped me in my divorce situation. I feel free to express my feelings and thoughts.,0,,
1136,It allowed the women to really look at their inner-selves. It was safe for them to do so in the group & through their art.,0,,
1137,"Seeing the women realize how valuable and unique they are. I was able to see a great strength develop within them and I feel as if their confidence is growing. They took the time to bring out and see their positive attributes and it was amazing to see their inner light shine through: We're all so different, but I can see myself in everyone.",0,,
1138,"I felt happy and free from domestic violence before I came to this workshop.  Telling me to think about the pain I felt could only make me remember.  I want to forget it and I have.  I'm moving forward, not looking back.",0,,
1139,"All the women were able to describe very well what they felt about themselves with this project. Many cried and many laughed, but all said drawing their portraits was very motivating and positive. No one had any problems in talking about their emotions. I felt this was a great workshop for the ladies.",0,,
1140,You have opened my eyes. It was like a light bulb just popped up in my head.  Now I know there is a better way.,0,,
1141,The workshop helped me like myself.,0,,
1142,"When I love someone, I feel happy, excited, and nervous. Love makes me healthier.",0,,
1143,I liked the workshop because it made me feel beautiful inside and out. I like expressing myself and feeling powerful.,0,,
1144,"I am not a very artistic person, but this helps me and relaxes me. It helps me forget about my problems, I have an opportunity to share with others, laugh, learn, and above all I feel better.",0,,
1145,Watching the women work with their children and seeing the positive energy all around them was an amazing experience. I could see the mothers pride in their children and I could see that the children felt that emotion from their mother.,0,,
1146,"The most rewarding part is getting the children to understand that their life is just beginning, and that they can accomplish anything they want if they set their minds to it.",0,,
1147,"This is so rad.  It helps me imagine everything that I can do, even if it scares me.",0,,
1148,The most rewarding element to this activity was seeing the children be so proud of their creations.,0,,
1149,The most rewarding part was the boost of positive self-esteem each person felt when they were reminded of how special and appreciated they are by others.,0,,
1150,Love does not have to hurt.,0,,
1151,"My heart says to be nice, and that I am specia.l",0,,
1152,"The clients expressed wanting to be able to offer something to other women coming into shelter.  The project allowed them to think about the progress that they have made, in addition to fostering new hope for themselves.",0,,
1153,"My hand says: love, heart, change, and courage. I'm going to keep this hand up all year round to remind me of who I am.",0,,
1154,This workshop really helped me find a part of myself that I thought I had lost forever. I love this Windows group!,0,,
1155,"For the first time I didn't get grossed out by my lack of artistic skills in this group. Maybe before I barely drew anything,it was mainly words. I got to let my ideas out on paper. I liked this project. I think it will help others feel positive about their future.",0,,
1156,I enjoyed being creative and having the freedom to express myself in a comfortable environment.,0,,
1157,We do Windows everyday and I donít see how we would function without it.  We are so grateful an organization like this exists!,0,,
1158,Loved it!  I look forward to doing this every week.  It's a great opportunity to get to know all women in a fun and relaxed atmosphere.,0,,
1159,I really liked this because I have never thought of baggage being anything but BAD. I now realize that I can make my own positive baggage.,0,,
1160,"I am getting the opportunity to learn much more about my self, and I am getting the opportunity to express it.",0,,
1161,"I was given the opportunity to share what I felt without fear, and I am trying to stop punishing myself for my mistake from the past.",0,,
1162,"The clients enjoyed making a useful gift for themselves. They will take one affirmation a day, put it in their pocket and read it several times a day. They all liked the idea of reading affirmations to better their feelings about themselves.",0,,
1163,I love the freedom in creativity! I like the feeling it comes naturally without effort. I was glad for this workshop because it gave me hope for things I can have without being abused.,0,,
1164,"We had a great closing discussion.  The children admitted to being angry about sharing their paper with another.  After, they saw the beauty of teamwork. The children learned to work together to make a ""masterpiece.""  I was very proud of the children!",0,,
1165,"I was scared to pass my painting to another person. I was afraid they would mess it up, but this (final painting) is a beautiful surprise!",0,,
1166,"I enjoyed the fact that the children kept encouraging each other on a spot where there was no paint already and the fact that they acknowledged that it was hard to keep ""away"" from what was already on the paper.",,,
\,,,,
,,,,
\,,,,
"Wow I didnít know that all of us could do such a great job... I got nervous when my little brother was going to have his turn on mine, but it turned out very nice.... we do great together.",0,,,
1167,"As we have new clients in group, I felt this was a great way to start off the team building. The most effective would have to be allowing the group to feel free from judgment, and letting them know that we are only on to ""enhance"" each otherís work.",,,
\,,,,
,,,,
\,,,,
"At first I did not want to paint on someone's art, but when you said we are going to enhance the each otherís art work I felt free.",0,,,
1168,"The client was able to become more aware of core values she has had, and those that have come as a result of dealing with her facing her trauma and trying to heal from it.",0,,
1169,We worked together to figure out how to create snowflakes made before. It was like a metaphor of finding out what was pure and honest before the abusive relationships.,0,,
1170,My beauty can be shared with my family when I give them something I have made!,0,,
1171,The participants were able to create something for themselves which is not common for the holidays where people are usually consumed by buying presents for others.,0,,
1172,The hearts I give to my daughter are a representation of the love I have for her.,0,,
1173,I can't wait to get my card!  Getting Christmas cards is one of the things I miss the most about not having my own place. This really means a lot to me.,0,,
1174,"One woman really struggled with what she could give herself, and she could only find one thing but it was a really powerful thing, and that was hope.",0,,
1175,"It was fun. Let's do it again! It helped me feel at peace, have time to express myself and feel good. Great project. Very therapeutic. Let's the mind flow with lots of neat ideas. Took my mind off painful thoughts. I enjoy making crafts for my family and for myself.  Very helpful. Thank you! I appreciate this class. It helps me gain more trust in myself.",0,,
1176,Making the holiday cards was like a gift from the old me to the new me. I could see the progress that I had made. I hadn't realized just how far I'd come.,0,,
1177,The women felt this workshop was an opportunity to express their feelings and thoughts.  Sometimes they forget how important it is to tell your loved one that they love them and what they are grateful for.  Life itself... safety and sobriety to a better life and future.,0,,
1178,I want my mask to say I'm hopeful and kind.  That is who I want to be.,0,,
1179,"He's a good father, but a bad husband. So until he learns to be a good husband, I will see him as a weak man.",0,,
1180,I love coming to this group. Every time I complete a project and share with other ladies I feel like another layer is peeled away and I feel like my heart gets renewed and the old scars become less and less.,0,,
1181,"It is so rewarding to see the children become so involved in the creative process and making their masks. They get lost in it, and are able to express themselves in new and powerful ways.",0,,
1182,This project helped me realize how serious my issues were when I was in this abusive relationship. It was a wake up call & it will be a good reminder to stay clear of all misogynists so I'll never be hurt the way I was ever again.,0,,
1183,The art helps me to express what I sometimes can not say or am afraid to say.,0,,
1184,"I love the Speak-Out mask, it's such a powerful portrayal of how I feel and it helps me put my abuse and feelings about it in perspective.",0,,
1185,This workshop opened the door to myself. I am in touch with myself now through this art. I have found my pavement cracks that flowers are starting to grow out of. I found a voice I did not know I have! I cannot thank you enough!,0,,
1186,"I am so proud of this.  If I can do this with clay, I wonder what I can do with myself.",0,,
1187,One woman had a major breakthrough while doing this project. She overcame her negative belief about her ability to express herself through her art. It was a transformational experience for her.,0,,
1188,It feels good to create something that makes me proud of who I am.,0,,
1189,I loved this project! Now I have something to sit and mount somewhere again as a reminder when I move. It's my symbol- it's more reflective of myself and what I hold most valuable.,0,,
1190,These projects allow me to rediscover the joy I had when I was creative. I love life and myself when I allow myself to 'let go' and just be ME.,0,,
1191,I love Windows so much. Its the only time during this process that I can express my feelings without speaking. That in itself is power.,0,,
1192,I can feel happy in this group.,0,,
1193,"I thought the art was great because it doesn't matter what people say, just be yourself. I felt beautiful and stronger and proud of myself. I like this activity because it shows that I love my self and also shows who I really am and that's why I like my self!",0,,
1194,The women were very creative. One women came up to me and,,,
\,,,,
told me she usually doesn't get creative. She did an awesome job on her mask. They did one mask on what they show the world and another one on how they feel inside.,0,,,
1195,"Having been quite some time since I indulged my creative nature, I found this activity to be renewing, restorative and much needed.",0,,
1196,"This project helped me to bring out a lot of feelings that were stored deep inside, and realize that many others felt the same way.  I am not alone.",0,,
1199,"This mask reminds me of my inner beauty, and helps me let it shine through to be beautiful and happy again.",0,,
1200,Mask of Abuse was absolutely the most powerful workshop we have ever done.,0,,
1198,"By realizing the validity of the unhappiness behind the mask, I learned I could  change my situation and not end up dead.  Now I can walk with my face up and with courage, and know that I am a good mother.",0,,
1201,"I really love the art group.  It is helping me a lot to know who I am, where I am going in my life and that I am not alone.",0,,
1202,Most participants were able to acknowledge the different masks that they used with the world. They did not realize until now that they were also using a mask with their spouses as a form of survival.,0,,
1203,"As a result of this workshop, participants stated that they were able to express things about their abuse that they were never able to talk about before.",0,,
1204,Thank You. I was able to express myself and let out things that were stuck in my heart. I feel that my friends (other participants) have learned a lot about me.,0,,
1205,The workshops are very supportive when dealing with your feelings. They help you feel like there are people who do care about you and have patience to help you.,0,,
1206,"I am me, a perfect loving mother.",,,
\,,,,
"I am free, no longer damaged, learning to love me again for what I represent.  A BRAVE WOMAN.",0,,,
1207,"Where do I begin? I feel that this workshop helped all the women express so much that they themselves have said they have held in for so long. As I listened to their experiences with domestic violence, I sat in awe at not only their strength and courage but at the their true heroism. I remain breathless and hold even more respect for each and every one of them. I highly recommend this workshop to other leaders.",0,,
1208,I like my butterfly; I am free and want to fly and reach the sky.,0,,
1209,"They, the butterflies, grow and get stronger just like we do.",0,,
1212,Very powerful workshop. The women were very honest and released a lot of fear and pain.,0,,
1213,"I felt peace, relief, and good.",0,,
1214,I really need this class. There are some things I'm having a hard time with and now I know I can do them.,0,,
1215,"The teens felt refreshed at the end.  Their ""I Can'ts"" weren't holding them down anymore.",0,,
1216,"All the nice in me, my hopes, dreams, and virtues, are blooming.  I want to feel happy like the colors of my art.  Thanks to the workshops I feel positive and creative.",0,,
1217,"Goodbye, no more sadness.  I like how we relax in the workshops, and I want to say no more chains, no more sadness from the past.  Welcome to the present.",0,,
1218,It made me look into my past and have the courage not to go back to that life.,0,,
1219,I have found peace in letting these feelings go.,0,,
1220,The workshop helped me let go. I realized that I was holding back. I can't do that anymore. I feel so much better now.,0,,
1221,"Thank you, this workshop made me let go of all my fears, and all the things that people and my abuser told me I could not do.",0,,
1222,"First I felt sad because I had to say the things I canít do. It made me depressed, but after shredding the ëI cant's,í I felt empowered and joy came over me. When I started to draw I was relaxed and happy.",0,,
1223,"My abuser made me feel like I can't do anything, but now I know he lied.",0,,
1224,"I drew boats in water. I filled them up with things I thought I couldn't do, so I could watch them float away.",0,,
1225,"I feel lighter after letting out some of what I feel about the abuse that my family experienced.  Now, I know that I am better than what he wanted me to believe.  I am strong and smart!  He cannot hurt me anymore.",0,,
1226,One of the clients cried as she wrote the letter.  In a later session she shared how writing this letter helped her look in to her relationship and recognize how unhealthy it was.,0,,
1227,Each workshop I am more empowered as an individual and as a woman. It encourages me that I can do anything I put my mind to. It allows me to take the time and effort to read myself from the inside out.,0,,
1228,"The client shared that this workshop allowed her to release those feelings against her abuser that she'd been holding in. She really liked this workshop, and felt that this will help other women get out their hidden, yet true feelings towards their abuser.",0,,
1229,"The workshop helped me let out emotions that I had inside. It made my cry and feel sad, but at the end it was good to let it out.",0,,
1230,The most effective thing that came from the art workshops this month was that a lot of the women were able to explore feelings of pain and trauma from their childhood.  The Letter to My Abuser workshop gave the women a chance to begin healing from the pain.,0,,
