id	str_name	windowstypeid	str_district	dte_start	dte_end	str_locality	num_statusid	num_obligationid	txt_description	txt_notes	str_filemakercode	bln_inactive
749	CORA - Community Overcoming Relationship Abuse Women's	1		0000-00-00	0000-00-00	Northern CA	3	1	Attended T131		P1085	0
750	Live Violence Free Women's	1		0000-00-00	0000-00-00	Northern CA	3	1	Attended T131		P1086	0
751	Between Friends Women's	1	IL	0000-00-00	0000-00-00	Outside CA	1	1	Attended T131		P1087	0
752	H3 - Hope, Healing & Happiness Women's	1		0000-00-00	0000-00-00	LA County	1	3			P1091	0
753	H3 - Hope, Healing & Happiness Children's	2		0000-00-00	0000-00-00	LA County	1	1			P1090	0
754	Big Valley Band of Pomo Indians Women's	1	Lake County	0000-00-00	0000-00-00	Northern CA	1	3			P1093	0
755	CHCADA - Specialized Foster Care Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1092	0
756	Next Door Solutions to Domestic Violence Women's	1		0000-00-00	0000-00-00	Northern CA	3	1	Attended T131		P1094	0
757	My Sister's House Women's	1		0000-00-00	0000-00-00	Northern CA	1	1	Attended T131		P1095	0
758	Laura's House - Transitional Children's	2		0000-00-00	0000-00-00	Orange County	1	1			P1097	0
759	Laura's House - Transitional Women's	1		0000-00-00	0000-00-00	Orange County	1	1			P1096	0
760	Juntos Children's	2		0000-00-00	0000-00-00	LA City	1	1		TC131	P1098	0
761	American Indian Health and Services Children's	2	Santa Barbara Co	0000-00-00	0000-00-00	Southern CA	1	1		TC131	P1099	0
762	Jewish Family and Children's Service Children's	2		0000-00-00	0000-00-00	LA County	1	1		TC131	P1100	0
763	Pacific Palisades Program Children's	2		0000-00-00	0000-00-00	LA County	1	1		TC131	P1101	0
764	SHIELDS for Families Children's	2		0000-00-00	0000-00-00	LA City	1	1		TC131	P1102	0
765	Five Acres Wraparound Children's	2		0000-00-00	0000-00-00	LA County	1	1		TC131	P1103	0
766	Moreno Valley SELPA Counseling Clinic - Alessandro School Children's	2		0000-00-00	0000-00-00	Southern CA	1	1			P1104	0
767	Echo Parenting and Education Children's	2		0000-00-00	0000-00-00	LA City	1	1	Started TC131		P1105	0
768	Community Outreach and Opportunity Programs Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1107	0
769	Southern Indian Health Council Children's	2	San Diego County	0000-00-00	0000-00-00	Southern CA	1	1	TC131		P1108	0
770	Beit T'Shuvah Women's	1		0000-00-00	0000-00-00	LA City	3	3			P1111	0
771	SafeHouse Denver, Inc. Children's	2	CO	0000-00-00	0000-00-00	Outside CA	1	1			P1112	0
772	Family Resources Children's	2	FL	0000-00-00	0000-00-00	Outside CA	1	1			P1115	0
773	The MENTOR Network Children's	2	FL	0000-00-00	0000-00-00	Outside CA	1	1			P1116	0
774	Crime Victims' Program Women's	1	NY	0000-00-00	0000-00-00	Outside CA	1	3	Attended Distance Training June 2013		P1117	0
775	Mountain Rose Women's Shelter Women's	1	Canada	0000-00-00	0000-00-00	Outside CA	3	3	Attended June Distance Training 2013		P1118	0
776	Wings Women's	1	IL	0000-00-00	0000-00-00	Outside CA	1	3	Attended June Distance Training 2013		P1119	0
777	The Family Center	2	CO	0000-00-00	0000-00-00	Outside CA	1	1			P1125	0
778	Women's Council - Southern California Alcohol & Drug Programs, Inc.	1	Los Angeles Coun	0000-00-00	0000-00-00	LA County	3	3			P1126	0
779	Home Safe Women's	1	FL	0000-00-00	0000-00-00	Outside CA	3	3			P1127	0
780	Good Shepherd Center Women's	1		0000-00-00	0000-00-00	LA City	5	1			P1130	0
781	Re-Drawing Resistance Women's	1	NY	0000-00-00	0000-00-00	Outside CA	1	1			P1131	0
782	Safe Passage Women's	1	MA	0000-00-00	0000-00-00	Outside CA	1	1			P1133	0
783	Juntos Women's	1	2	0000-00-00	0000-00-00	LA City	1	1			P1134	0
784	Heritage House Cottages Women's - Southern California Alcohol & Drug Programs, Inc	1		0000-00-00	0000-00-00	Los Angeles County	1	1			P1135	0
785	Eli Home Women's	1		0000-00-00	0000-00-00	Orange County	1	1			P1136	0
786	Telecare HOP 7 FSP/FCCS Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1137	0
787	Los Angeles County Department of Mental Health Center Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1132	0
788	South Bay Community Services - Casa Segura Women's	1		0000-00-00	0000-00-00	Orange	3	1	Martha & Margaret attending T132		P1138	0
789	Marine & Family Programs Behavioral Health Women's	1		0000-00-00	0000-00-00	LA County	5	2	Christina attended T132		P0863	0
790	Clare Foundation - Outpatient Treatment Center Women's/Men�s Women's	1	LA	0000-00-00	0000-00-00	LA County	4	1	Angela attended T132\
Andria attended TAC151		P1139	0
791	Marjaree Mason Center - Clovis Women's	1	Fresno County	0000-00-00	0000-00-00	Central CA	1	1			P1143	0
792	Marjaree Mason Center - Clovis Children's	2	Fresno County	0000-00-00	0000-00-00	Central CA	1	1			P1142	0
793	Growing Strong Sexual Assault Center Women's	1	IL	0000-00-00	0000-00-00	Outside CA	1	1	Attended CALCASA 2013		P1146	0
794	Sexual Assault Support Services Women's	1	OR	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1147	0
795	Karidat- Guma Esperansa Women's	1	Phillippines	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1148	0
796	Women's Center-University of Missouri - Kansas City Women's	1	MO	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1149	0
797	Victim Services of Cullman, Inc. Women's	1	AL	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1150	0
798	North County Rape Crisis and Child Protection Center Women's	1	Santa Barbara Co	0000-00-00	0000-00-00	Southern CA	1	1		Attending CALCASA 2013	P1151	0
799	San Bernardino Sexual Assault Services Women's	1	San Bernardino C	0000-00-00	0000-00-00	Southern CA	1	1		Attending CALCASA 2013	P1152	0
800	Carleton College Gender and Sexuality Center Women's	1	MN	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1153	0
801	Delet	1	NY	0000-00-00	0000-00-00	Outside CA	1	1			P1154	1
811	Gila River Indian Community Women's	1	AZ	0000-00-00	0000-00-00	Outside CA	1	1		Attended CALCASA 2013	P1172	0
802	Three Sisters Program Women's	1	NY	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1155	0
803	434th Air Refueling Wing, US Air Force Women's	1	IN	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1156	0
804	The Mary Parrish Center Women's	0	TN	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1157	0
805	Amy Little, LLC, Counseling and Wellness House Women's	1	IN	0000-00-00	0000-00-00	Outside CA	1	1		Attending CALCASA 2013	P1158	0
806	Heritage House Cottages Children's - Southern California Alcohol & Drug Programs, Inc	2		0000-00-00	0000-00-00	Los Angeles County	1	1			P1170	0
807	CUCCI Women's	1		0000-00-00	0000-00-00	LA City	1	1	Attended CALCASA 2013		P1177	0
808	Delete	1		0000-00-00	0000-00-00	IN	1	1		Attended CALCASA 2013	15817	1
809	Southwest Center for Law and Policy - Safestar Women's	1		0000-00-00	0000-00-00	AZ	1	1		Attended CALCASA 2013	P1165	0
810	Oasis Empowerment Center Women's	1	Guam	0000-00-00	0000-00-00	Outside CA	1	1		Attended CALCASA 2013	P1173	0
812	Women's Crisis Center Women's	1	KY	0000-00-00	0000-00-00		1	1	Attended CALCASA 2013		P1174	0
813	Alliance Against Family Violence and Sexual Assault Women's	1		0000-00-00	0000-00-00		1	1			P1169	0
814	DELETE	1		0000-00-00	0000-00-00		1	1				1
815	Los Angeles County Department of Public Health Women's	1		0000-00-00	0000-00-00	LA City	1	1		Attended CALCASA 2013	P1176	0
816	DELETE	2		0000-00-00	0000-00-00	Orange	1	1				0
831	Solid Ground/Sandpoint Children's	2	Outside CA	0000-00-00	0000-00-00	WA	1	1			P1243	0
817	Centro de Desarrollo Familiar Children's	2		0000-00-00	0000-00-00	Los Angeles County	1	1		TC132	P1208	0
818	Loved Ones Victim Services Children's	2		0000-00-00	0000-00-00	Los Angeles County	1	1	Attended TC132		P1209	0
819	Marine & Family Programs Behavioral Health Children's	2		0000-00-00	0000-00-00	Los Angeles County	1	1	Christina attended TC132		P1210	0
820	Con Mi Madre Children's	2		0000-00-00	0000-00-00	Outside CA	1	1		Karen attending TC132	P1216	0
821	The Joe Torre Safe at Home Foundation - John Adams Children's	2		0000-00-00	0000-00-00	LA City	1	1	Nercy attending TC132		P1214	0
822	Providence Community Services - Project RENEW Children's	2		0000-00-00	0000-00-00	Orange County	1	1		Henry attending TC132		0
823	Free Arts for Abused Children Women's	1		0000-00-00	0000-00-00	LA City	1	4	Trevi and Christie attended Windows T.O. Training Series 2013 and agreed to report any embodied art they lead. They expect to use it to train their volunteers.		P1218	0
824	The Joe Torre Safe At Home Foundation - Mark Twain Children's	2		0000-00-00	0000-00-00	LA City	1	1	TC132		19444	0
825	University of Rhode Island Women's Center - Providence Women's	1	RI	0000-00-00	0000-00-00	Outside CA	1	1			P1219	0
826	Children's Institute, Inc. Children's	2		0000-00-00	0000-00-00	LA City	1	1	Attended TC132		P1221	0
827	Strength United Women's Program Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1227	0
828	Optimist Youth Homes & Family Services (OYHFS) Children's	2		0000-00-00	0000-00-00	LA City	1	3			P1228	0
829	Interior Alaska Center PSH/CH Women's	1	AK	0000-00-00	0000-00-00	Outside CA	1	1			P1230	0
830	Interior Alaska Center PSH/CH Children's	2	AK	0000-00-00	0000-00-00	Outside CA	1	1			P1231	0
832	Rock Solid Women's	1		0000-00-00	0000-00-00		1	1	This is an all men's program		P1253	0
833	New Orleans Family Justice Alliance Women's	1	LA	0000-00-00	0000-00-00	Outside CA	1	1			P1254	0
834	PAVE - People Against A Violent Environment Women's	1	WI	0000-00-00	0000-00-00	Outside CA	1	1		Attended T141	P1260	0
835	Hillsides Family Resource Center- Baldwin Park Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attended T141		P1258	0
836	Center for Community Solutions  - East County Women's	1	San Diego County	0000-00-00	0000-00-00	Southern CA	1	1	Attending T141		P1262	0
837	Healing Horses & Armed Forces Women's	1	Kern County	0000-00-00	0000-00-00	Southern CA	1	1		Attended T141	P1261	0
838	Laura's House - Emergency Women's	1		0000-00-00	0000-00-00	Orange County	1	1		Attended T141	P1264	0
839	New Village Girls Academy Children's	2		0000-00-00	0000-00-00	LA City	1	1		Attending T141\
10/14 we changed the program from Women's to Children's	P1257	0
840	Delete	1		0000-00-00	0000-00-00	Outside CA	1	1				1
841	PROTOTYPES - Ventura Women's	1		0000-00-00	0000-00-00	Southern CA	1	1		Attended T141	P1267	0
842	Silver Star Youth Program at Rancho Cielo Women's	1		0000-00-00	0000-00-00	Northern, CA	1	1		Attending T141	P1259	0
843	The Domestic Abuse Center Women's	1		0000-00-00	0000-00-00	LA City	1	1		Attending T141	P1263	0
844	Valley Oasis Antelope Valley Domestic Violence Council - Outreach Women's	1		0000-00-00	0000-00-00	LA County	1	1		Attended T141	P1268	0
845	Venice Family Clinic Women's	1		0000-00-00	0000-00-00	LA City	1	1		Attended T141	P1269	0
846	YWCA Silicon Valley - Support Network Women's	1		0000-00-00	0000-00-00	Northern, CA	1	1		Attending T141	P1266	0
847	Get Jewish Divorce Justice Women's	1		0000-00-00	0000-00-00	LA City	1	1		Attending T141	P1270	0
848	Delete	1		0000-00-00	0000-00-00		2	1				1
849	Downtown Women's Center Women's	1		0000-00-00	0000-00-00	LA City	1	1		Attending T141	P1277	0
850	Hillsides Family Resource Center - Echo Park Women's	1		0000-00-00	0000-00-00	LA City	5	1		Attended T141	P1275	0
851	YWCA Rochester Women's	1	NY	0000-00-00	0000-00-00	Out-of-State	1	3			27663	0
852	YWCA Rochester Children's	2	NY	0000-00-00	0000-00-00	Out-of-State	1	3			P1278	0
853	Etiwanda School District	2	San Bernadino	0000-00-00	0000-00-00	Southern CA	1	1			P1287	0
854	The Center for Violence-Free Relationships Children's	2	El Dorado County	0000-00-00	0000-00-00	Northern CA	1	1			P1289	0
855	Victim Services of Cullman, Inc. Children's	2	AL	0000-00-00	0000-00-00	Outside CA	1	1			P1290	0
856	Hillsides Family Resource Center - Baldwin Park Children's	2	CA	0000-00-00	0000-00-00	LA County	1	1			P1291	0
857	Korean American Family Services Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1292	0
858	Los Angeles Unified School District (LAUSD) Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1293	0
859	Southern California Alcohol & Drug Programs, Inc. Children's	2		0000-00-00	0000-00-00	LA County	1	1			P1294	0
860	Family Crisis Services, Inc. KS Children's	2	KS	0000-00-00	0000-00-00	Outside CA	1	1				0
861	Raphael House of Portland Children's	2	OR	0000-00-00	0000-00-00	Outside CA	1	1			P1296	0
862	International Network of Hearts Children's	2	San Diego County	0000-00-00	0000-00-00	Southern CA	1	1				0
863	Faith in Girls, Inc. Children's	2		0000-00-00	0000-00-00	LA County	1	1			28135	0
864	The Domestic Abuse Center Children's	2		0000-00-00	0000-00-00	LA County	1	1				0
865	Ashbury House Women's	1	SF	0000-00-00	0000-00-00	Northern, CA	1	1			P1304	0
866	The LGBTQ Center Long Beach - Mental Health Women's	1	LA	0000-00-00	0000-00-00	LA County	1	1			P1306	0
867	Niagara Falls Police Department/Domestic Violence Unit Children's	2	NY	0000-00-00	0000-00-00	Outside CA	1	1				0
868	CHCADA/Latino Family Center Women's	1		0000-00-00	0000-00-00	LA County	1	1	Attended T142		P1311	0
869	Family Crisis Services, Inc. KS Women's	1	KS	0000-00-00	0000-00-00	Outside CA	1	1	Attending T142		P1312	0
870	Helping Hands Against Domestic Violence Women's	1	LA	0000-00-00	0000-00-00	LA County	1	1	Attending T142		P1313	0
871	Plumas Rural Services Women's	1	Plumas	0000-00-00	0000-00-00	Southern CA	1	1	Attending T142		P1314	0
872	UCI Campus Assault Resources and Education (CARE) Women's	1		0000-00-00	0000-00-00	Orange County	1	1	Attending T142		P1316	0
873	Advocacy Services for Abused Deaf Victims Women's	1	NY	0000-00-00	0000-00-00	Outside CA	1	1	Attending T142		P1317	0
874	Feed My Sheep Outreach Inc. Women's	1	LA	0000-00-00	0000-00-00	LA County	5	1	Attending T141		P1318	0
875	Community Outreach and Opportunity Programs Women's	1		0000-00-00	0000-00-00	LA City	1	1	Attending T142		P1321	0
876	Independent Health Women's	1	MD	0000-00-00	0000-00-00	Outside CA	1	1	Attending T142		P1325	0
877	Communicare - Haven House Women's	1	MS	0000-00-00	0000-00-00	Outside CA	1	1			P1327	0
878	YouthBuild Charter School Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1337	0
879	Home Safe Children's	2	FL	0000-00-00	0000-00-00	Outside CA	1	1			P1338	0
880	Capistrano Unified School District	2		0000-00-00	0000-00-00	Orange	1	1			P1345	0
881	Domestic Violence Center of Santa Clarita Valley - Outreach Children's	2		0000-00-00	0000-00-00	LA County	1	1			P1350	0
882	Helping Hands (OR) Women's	1	OR	0000-00-00	0000-00-00	Outside CA	1	1	Crisis Shelter (some education in the community)		P1351	0
883	Wild Iris Crisis Center Women's	1	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1352	0
884	RAMS - Richmond Asian Mental Services Women's	1	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1353	0
885	RCS Fresno Children's	2	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1354	0
886	RCS Fresno Women's	1	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1355	0
887	Stand Up Placer Children's	2	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1356	0
888	Stand Up Placer Women's	1	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1357	0
889	Sacred Heart Community Service Children's	2	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1358	0
890	Sacred Heart Community Service Women's	1	CA	0000-00-00	0000-00-00	Central CA	1	1	Attending TWCCC2014		P1359	0
891	United States Secret Service Women's	1	DC	0000-00-00	0000-00-00	Outside CA	1	1			P1360	0
892	Delete	2		0000-00-00	0000-00-00		1	1			P1361	1
893	Swain Recovery Center Women's	1	NC	0000-00-00	0000-00-00	Outside CA	1	1			P1363	0
894	Chugachmiut Children's	2	AK	0000-00-00	0000-00-00	Outside CA	1	1	Attending TC142		P1365	0
895	AV Saving Grace Children's	2	CA	0000-00-00	0000-00-00	LA County	1	1			P1366	0
896	Between Friends Children's	2	IL	0000-00-00	0000-00-00	Outside CA	1	1			P1368	0
897	Plymouth Housing Group Women's	1	WA	0000-00-00	0000-00-00	Outside CA	4	1			P1371	0
898	Central High School Children's	2		0000-00-00	0000-00-00	LA City	1	1				0
899	Helping Hands Against Domestic Violence Children's	2		0000-00-00	0000-00-00	LA County	1	1				0
900	Abused Women's Aid in Crisis (AWAIC) Women's	1	AK	0000-00-00	0000-00-00	Outside CA	1	1			P1381	0
901	Transitional Living Center Children's	2		0000-00-00	0000-00-00	LA County	1	1				0
902	Chugachmiut Women's	1	AK	0000-00-00	0000-00-00	Outside CA	1	1			P1390	0
903	Windows Theatre of the Oppressed Adult	1	11	0000-00-00	0000-00-00	LA City	1	4			P1399	0
904	Pacific Lodge Youth Services Children's	2		0000-00-00	0000-00-00	LA County	1	1			P1418	0
905	Center Against Sexual and Domestic Violence (CASDA) Children's	2	WI	0000-00-00	0000-00-00	Outside CA	1	1			P1433	0
906	Esperanza Community Housing Women's	1		0000-00-00	0000-00-00	lA City	1	1			P1434	0
907	Avellaka Program La Jolla Band of Luiseno Indians Women's	1		0000-00-00	0000-00-00	Southern CA	1	1			P1436	0
908	Avellaka Program La Jolla Band of Luiseno Indians Children's	2		0000-00-00	0000-00-00	Southern CA	1	1			P1435	0
909	Clare Foundation - Women�s Residential Treatment Center Women's	1	LA	0000-00-00	0000-00-00	LA County	1	1	Leslie attending TAC151		P1425	0
910	Clare Foundation - Men�s Residential Treatment Center Women's	1	LA	0000-00-00	0000-00-00	LA County	1	1	Damien attending TAC151		P1426	0
911	The Venice Beachcombers Women's	1		0000-00-00	0000-00-00	LA County	1	1	Mock entry for training purposes			0
912	The Latina Center, Inc. Women's	1		0000-00-00	0000-00-00	Northern CA	1	1				0
913	The Latina Center, Inc. Children's	2		0000-00-00	0000-00-00	Northern CA	1	1				0
914	Peace Over Violence - WSGV Women's	1	Los Angeles	0000-00-00	0000-00-00	LA County	1	3			P1447	0
915	Peace Over Violence - WSGV Children's	2	Los Angeles	0000-00-00	0000-00-00	LA County	1	3			P1448	0
916	Latino Producers Action Network (LPAN) Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1466	0
917	Latino Producers Action Network (LPAN) Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1467	0
918	Alcoholism Center for Women Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1453	0
919	Battered Persons' Advocacy Children's	2	OR	0000-00-00	0000-00-00	Outside CA	1	1			P1460	0
920	Center for the Pacific-Asian Family (CPAF) Prevention Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1465	0
921	The Salvation Army Haven - Exodus Lodge Women's	1	10	0000-00-00	0000-00-00	LA City	1	1			P1452	0
922	The Salvation Army Haven - Senior Men Women's	1	10	0000-00-00	0000-00-00	LA City	1	1			P1451	0
923	The Salvation Army Haven - Victory Place Women's	1	10	0000-00-00	0000-00-00	LA City	1	1			P1450	0
924	Tillamook County Women's Resource Center Women's	1	OR	0000-00-00	0000-00-00	Outside CA	1	1			P1455	0
925	Napa Emergency Women's Services Children's	2	Napa County	0000-00-00	0000-00-00	Northern CA	1	1			P1456	0
926	Human Options - Center for Children and Families Children's	2	Orange	0000-00-00	0000-00-00	Orange	1	1			P1462	0
927	Advocates for Victims of Violence Children's	2	AK	0000-00-00	0000-00-00	Outside CA	1	1			P03484	0
928	AV Saving Grace Women's	1	CA	0000-00-00	0000-00-00	LA County	1	1			P1473	0
929	Loma Linda Behavioral Medicine Center Children's	2	Riverside County	0000-00-00	0000-00-00	Southern CA	1	1			P1474	0
930	Center for Refugees + Immigrants of Tennessee - RISE Program Children's	2	TN	0000-00-00	0000-00-00	Outside CA	1	1	Refugee and Immigrant Students Empowered (RISE) was started in 2011 by Marielle Lovecchio, as part of the Nashville After Zone Alliance (NAZA) after school program system. RISE is now at four sites, serving 60 students from McMurray, Antioch, and Apollo middle schools. RISE students receive snacks, help with their homework, and the opportunity to practice their English skills in a small classroom environment. They are also introduced to a number of �enhancement� activities, including painting, modern dance, culinary arts, photography, and much more! RISE students are in grades 5 through 8 and meet Monday through Friday from 4:00 to 6 p.m.		P1477	0
931	InnerChange, Venezuela Women's	1		0000-00-00	0000-00-00	Venezuela	1	1			P1478	0
932	Bartow Family Resource Relationship Center Women's	1	GA	0000-00-00	0000-00-00	Outside CA	1	1	Family Resource Center: provides parenting classes, adoption services, peer counseling, job services.		P1484	0
933	Bartow Family Resource Relationship Center Children's	2	GA	0000-00-00	0000-00-00	Outside CA	1	1	Family Resource Center: provides parenting classes, adoption services, peer counseling, job services.		P1483	0
934	PROTOTYPES - DV Resource Center Children's	2	13	0000-00-00	0000-00-00	LA City	1	1			P1486	0
935	Loved Ones Victim Services Women's	1		0000-00-00	0000-00-00	Los Angeles County	1	1			P1487	0
936	Optimist Youth Homes & Family Services (OYHFS) Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1488	0
937	The Joe Torre Safe at Home Foundation - Margaret's Place NYC Children's	2	Outside CA	0000-00-00	0000-00-00	NY	1	1	Middle and high school-based program led by counselors that offers a safe space for children/teens to come to during their regular school day.		P1492	0
938	Live Violence Free Children's	2		0000-00-00	0000-00-00	Northern CA	1	1			P1493	0
939	Corona Norco Rescue Mission Women's	1	Corona	0000-00-00	0000-00-00	Southern CA	1	1			P1498	0
940	Positive Steps - Southern California Alcohol & Drug Programs, Inc. Women's	1		0000-00-00	0000-00-00	LA County	1	1			P1502	0
941	The Joe Torre Safe at Home Foundation - Marina Del Rey Middle School Children's	2	11	0000-00-00	0000-00-00	LA City	1	1			P1505	0
942	The Joe Torre Safe at Home Foundation -The Boys and Girls Club of Santa Monica Children's	2		0000-00-00	0000-00-00	LA City	1	1			P1506	0
943	University of California, San Francisco Child and Adolescent Services  Children's	2		0000-00-00	0000-00-00	Northern CA	1	1			P1508	0
944	University of California, San Francisco Child and Adolescent Services Women's	1		0000-00-00	0000-00-00	Northern CA	1	1			P1509	0
945	Friends of the Family Women's	1		0000-00-00	0000-00-00		1	1			P1513	0
946	Friends of the Family Children's	2		0000-00-00	0000-00-00	LA County	1	1			P1514	0
947	Laura's House Children's	2		0000-00-00	0000-00-00	Orange County	1	1			P1516	0
948	UCLA CARE Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1515	0
949	Tri-Valley Haven - PREA Women's	1	Alameda County	0000-00-00	0000-00-00	Northern CA	1	1			P1518	0
950	Students Turn 4 Greatness Women's	1	Lassen County	0000-00-00	0000-00-00	Northern CA	1	1			P1523	0
951	Students Turn 4 Greatness Children's	2	Lassen County	0000-00-00	0000-00-00	Northern CA	1	1			P1524	0
952	Peaceful Paths Domestic Abuse Network Emergency Shelter Children's	2	Florida	0000-00-00	0000-00-00	Outside CA	1	1			P1526	0
953	Upland Unified School District Counseling Center Children's	2		0000-00-00	0000-00-00	LA County	1	1				0
954	Edgewood: Turning Point Children's	2		0000-00-00	0000-00-00	Nothern, CA	1	1			P1528	0
955	Wild Iris Crisis Center Children's	2	CA	0000-00-00	0000-00-00	Central CA	1	1			P1529	0
956	Valley Human Services Women's	1	MA	0000-00-00	0000-00-00	Outside CA	1	1			P1532	0
957	Program for Torture Victims Women's	1		0000-00-00	0000-00-00	LA City	1	1			P1533	0
958	Child Protection Center, Inc. Children's	2	FL	0000-00-00	0000-00-00	Outside CA	1	1			P1536	0
